生产车间,样品编号,品种等级,供应单位,批号,取样日期,检测日期,取样基数(t),取样人,样品到期处理日期,样品到期处理人,样品到期处理批准人,细度(%),密度(g/cm3),比表面积(m2/kg),标准稠度用水量(%),安定性,初凝,终凝,抗压3d,抗压28d,抗折3d,抗折28d,报告日期,备注,检测人,录入时间
大渡口站,012111800066,P·O42.5R,重庆小南海水泥厂,散装548,2018-04-05 15:44:23,2018-04-05 00:00:00,448.44,陈馨,2018-05-29 10:12:58,杨勇,陈馨,,,,28,合格,134,211,,,,,2018-05-04 00:00:00,,卢燕,2018-05-18 15:03:20
大渡口站,012111800067,P·O42.5R,重庆小南海水泥厂,散装554,2018-04-06 14:33:15,2018-04-06 00:00:00,458.18,陈馨,2018-05-29 10:12:59,杨勇,陈馨,,,,28,合格,161,218,,,,,2018-05-05 00:00:00,,卢燕,2018-05-18 15:03:33
大渡口站,012111800068,P·O42.5R,重庆小南海水泥厂,散装560,2018-04-07 13:50:09,2018-04-07 00:00:00,456.92,陈馨,2018-05-29 10:13:00,杨勇,陈馨,,,,28,合格,170,213,,,,,2018-05-06 00:00:00,,卢燕,2018-05-18 15:03:46
大渡口站,012111800069, P·O42.5（低碱）,重庆建工集团物流有限公司,/,2018-04-09 00:53:30,2018-04-10 00:00:00,466.34,陈馨,2018-05-29 10:13:01,杨勇,陈馨,,,,25,合格,149,198,36,48.8,8.5,8.9,2018-05-09 00:00:00,,杨勇,2018-05-17 12:54:54
大渡口站,012111800070,P·O42.5R,重庆小南海水泥厂,散装570,2018-04-09 10:12:05,2018-04-10 00:00:00,453.84,陈馨,2018-05-29 10:13:02,杨勇,陈馨,,,,27,合格,133,205,,32.4,5.9,,2018-05-09 00:00:00,,陈馨,2018-04-14 06:23:50
大渡口站,012111800071,P·O42.5R,重庆小南海水泥厂,散装582,2018-04-10 13:38:53,2018-04-10 00:00:00,455.02,陈馨,2018-05-29 10:13:04,杨勇,陈馨,,,,26,合格,145,234,,,,,2018-05-09 00:00:00,,卢燕,2018-05-18 15:05:14
大渡口站,012111800072,P·O42.5R,重庆小南海水泥厂,散装594,2018-04-11 21:37:21,2018-04-11 00:00:00,456,陈馨,2018-05-29 10:13:05,杨勇,陈馨,,,,26,合格,125,203,,,,,2018-05-10 00:00:00,,卢燕,2018-05-18 15:05:35
大渡口站,012111800073,P·O42.5R,重庆小南海水泥厂,散装612,2018-04-13 06:43:55,2018-04-13 00:00:00,469.1,陈馨,2018-05-29 10:13:08,杨勇,陈馨,,,,28,合格,132,204,,,,,2018-05-12 00:00:00,,卢燕,2018-05-18 15:07:13
大渡口站,012111800074,P·O42.5R,重庆小南海水泥厂,散装612,2018-04-14 04:28:33,2018-04-14 00:00:00,449.62,陈馨,2018-05-29 10:13:10,杨勇,陈馨,,,,25,合格,121,191,,,,,2018-05-13 00:00:00,,卢燕,2018-05-18 15:07:36
大渡口站,012111800075,P·O42.5R,重庆小南海水泥厂,散装620,2018-04-15 12:51:08,2018-04-15 00:00:00,456.92,陈馨,2018-05-29 10:13:11,杨勇,陈馨,,,,27,合格,129,198,,,,,2018-05-14 00:00:00,,卢燕,2018-05-18 15:08:03
大渡口站,012111800076,P·O42.5R,重庆小南海水泥厂,散装634,2018-04-16 23:44:52,2018-04-17 00:00:00,487.52,陈馨,2018-05-29 10:13:13,杨勇,陈馨,,,,28,合格,165,231,32.4,47.6,6.2,9.1,2018-05-16 00:00:00,,卢燕,2018-05-18 15:08:36
大渡口站,012111800077, P·O42.5（低碱）,重庆建工集团物流有限公司,/,2018-04-17 01:47:18,2018-04-17 00:00:00,432.64,陈馨,2018-05-29 10:13:14,杨勇,陈馨,,,,28,合格,155,231,,,,,2018-05-16 00:00:00,,卢燕,2018-05-18 15:08:56
大渡口站,012111800078,P·O42.5R,重庆小南海水泥厂,散装638,2018-04-17 23:41:23,2018-04-17 00:00:00,458.16,陈馨,2018-05-29 10:13:16,杨勇,陈馨,,,,25,合格,127,195,,,,,2018-05-16 00:00:00,,卢燕,2018-05-18 15:09:52
大渡口站,012111800079,P·O42.5R,重庆小南海水泥厂,散装640,2018-04-18 11:54:48,2018-04-18 00:00:00,446.62,陈馨,2018-05-29 10:13:17,杨勇,陈馨,,,,27,合格,167,214,,,,,2018-05-17 00:00:00,,卢燕,2018-06-13 15:06:19
大渡口站,012111800080,P·O42.5R,重庆小南海水泥厂,散装648,2018-04-19 13:01:25,2018-04-19 00:00:00,450.06,陈馨,2018-06-14 08:41:56,杨勇,陈馨,,,,27,合格,145,206,,,,,2018-05-18 00:00:00,,卢燕,2018-06-13 15:06:33
大渡口站,012111800081,P·O42.5R,重庆小南海水泥厂,散装656,2018-04-20 11:36:00,2018-04-20 00:00:00,483.84,陈馨,2018-06-14 08:41:57,杨勇,陈馨,,,,27,合格,147,199,,,,,2018-05-19 00:00:00,,卢燕,2018-06-13 15:07:15
大渡口站,012111800082,P·O42.5R,重庆小南海水泥厂,散装666,2018-04-21 13:53:42,2018-04-21 00:00:00,490.18,陈馨,2018-06-14 08:41:58,杨勇,陈馨,,,,27,合格,144,193,,,,,2018-05-20 00:00:00,,卢燕,2018-06-13 15:07:28
大渡口站,012111800083, P·O42.5（低碱）,重庆建工集团物流有限公司,/,2018-04-22 01:42:03,2018-04-24 00:00:00,426.88,陈馨,2018-06-14 08:42:01,杨勇,陈馨,,,,26,合格,132,207,31.3,49.3,6.1,8.7,2018-05-23 00:00:00,,杨勇,2018-05-22 12:42:14
大渡口站,012111800084,P·O42.5R,重庆小南海水泥厂,散装672,2018-04-22 12:23:03,2018-04-24 00:00:00,432.58,陈馨,2018-06-14 08:42:02,杨勇,陈馨,,,,26,合格,166,234,30.7,47.4,6,8.7,2018-05-23 00:00:00,,杨勇,2018-05-22 12:44:11
大渡口站,012111800085,P·O42.5R,重庆小南海水泥厂,散装676,2018-04-23 22:21:54,2018-04-23 00:00:00,465.58,陈馨,2018-06-14 08:42:04,杨勇,陈馨,,,,27,合格,145,210,,,,,2018-05-22 00:00:00,,卢燕,2018-06-13 15:07:44
大渡口站,012111800086,P·O42.5R,重庆小南海水泥厂,散装686,2018-04-24 14:15:49,2018-04-24 00:00:00,432.5,陈馨,2018-06-14 08:42:05,杨勇,陈馨,,,,26,合格,147,211,,,,,2018-05-23 00:00:00,,卢燕,2018-06-13 15:07:58
大渡口站,012111800087,P·O42.5R,重庆小南海水泥厂,散装694,2018-04-25 22:19:00,2018-04-25 00:00:00,459.42,陈馨,2018-06-14 08:42:06,杨勇,陈馨,,,,25,合格,129,194,,,,,2018-05-24 00:00:00,,卢燕,2018-06-13 15:08:12
大渡口站,012111800088,P·O42.5R,重庆小南海水泥厂,散装704,2018-04-27 00:45:13,2018-04-27 00:00:00,433.38,陈馨,2018-06-14 08:42:08,杨勇,陈馨,,,,25,合格,167,218,,,,,2018-05-26 00:00:00,,卢燕,2018-06-13 15:08:25
大渡口站,012111800089,P·O42.5R,重庆小南海水泥厂,散装714,2018-04-28 04:22:28,2018-04-28 00:00:00,461.44,陈馨,2018-06-14 08:42:09,杨勇,陈馨,,,,27,合格,150,192,,,,,2018-05-27 00:00:00,,卢燕,2018-06-13 15:09:15
大渡口站,012111800090, P·O42.5（低碱）,重庆建工集团物流有限公司,/,2018-04-28 23:07:23,2018-06-02 00:00:00,471.46,杨勇,2018-06-14 08:42:10,杨勇,陈馨,,,,27,合格,142,195,31.1,46.8,6,8.4,,,陈常东,2018-05-29 16:11:35
大渡口站,012111800091,P·O42.5R,重庆小南海水泥厂,散装724,2018-04-29 01:20:09,2018-04-29 00:00:00,435.32,杨勇,2018-06-14 08:42:13,杨勇,陈馨,,,,26,合格,164,201,,,,,2018-05-28 00:00:00,,卢燕,2018-06-13 15:08:56
大渡口站,012111800092,P·O42.5R,重庆小南海水泥厂,散装728,2018-04-29 12:49:32,2018-05-02 00:00:00,475.98,陈馨,2018-06-14 08:42:15,杨勇,陈馨,,,,28,合格,683,772,,,,,2018-05-31 00:00:00,,卢燕,2018-06-13 15:09:38
大渡口站,012111800093,P·O42.5R,重庆小南海水泥厂,散装738,2018-04-30 12:53:04,2018-05-02 00:00:00,446.52,杨勇,2018-06-14 08:42:17,杨勇,陈馨,,,,25,合格,160,196,31,46.2,5.8,8.2,2018-05-31 00:00:00,,陈常东,2018-05-29 16:20:21
大渡口站,012111800094,P·O42.5R,重庆小南海水泥厂,散装750,2018-05-01 14:45:33,2018-05-01 00:00:00,459.56,陈馨,2018-06-14 08:42:18,杨勇,陈馨,,,,27,合格,136,211,,,,,2018-05-30 00:00:00,,卢燕,2018-06-13 15:09:53
大渡口站,012111800095,P·O42.5R,重庆小南海水泥厂,散装760,2018-05-02 14:05:01,2018-05-02 00:00:00,446.88,陈馨,2018-06-14 08:42:19,杨勇,陈馨,,,,26,合格,134,190,,,,,2018-05-31 00:00:00,,卢燕,2018-06-13 15:10:12
大渡口站,012111800096, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-11,2018-05-03 23:01:04,2018-05-08 00:00:00,457.66,陈馨,2018-06-14 08:42:21,杨勇,陈馨,,,,26,合格,152,204,31.2,,5.9,,2018-06-06 00:00:00,,杨勇,2018-05-11 14:31:58
大渡口站,012111800097,P·O42.5R,重庆小南海水泥厂,散装774,2018-05-04 04:47:03,2018-05-04 00:00:00,457.1,陈馨,2018-06-14 08:42:22,杨勇,陈馨,,,,28,合格,133,228,,,,,2018-06-02 00:00:00,,卢燕,2018-06-13 15:10:28
大渡口站,012111800098,P·O42.5R,重庆小南海水泥厂,散装780,2018-05-05 05:37:17,2018-05-05 00:00:00,462.72,陈馨,2018-06-14 08:42:24,杨勇,陈馨,,,,28,合格,133,232,,,,,2018-06-03 00:00:00,,卢燕,2018-06-13 15:10:42
大渡口站,012111800099,P·O42.5R,重庆小南海水泥厂,散装788,2018-05-06 00:54:35,2018-05-06 00:00:00,452.84,陈馨,2018-06-15 15:53:24,杨勇,陈馨,,,,26,合格,152,235,,,,,2018-06-04 00:00:00,,卢燕,2018-06-13 15:10:58
大渡口站,012111800100,P·O42.5R,重庆小南海水泥厂,散装794,2018-05-07 04:11:22,2018-05-07 00:00:00,453.82,陈馨,2018-06-18 16:41:56,杨勇,陈馨,,,,25,合格,141,230,,,,,2018-06-05 00:00:00,,卢燕,2018-06-13 15:11:27
大渡口站,012111800101,P·O42.5R,重庆小南海水泥厂,散装800,2018-05-07 14:09:10,2018-05-07 00:00:00,486.02,陈馨,2018-06-18 16:41:58,杨勇,陈馨,,,,27,合格,139,228,,,,,2018-06-05 00:00:00,,卢燕,2018-06-13 15:11:58
大渡口站,012111800102,P·O42.5R,重庆小南海水泥厂,散装806,2018-05-08 12:34:39,2018-05-08 00:00:00,473.3,陈馨,2018-06-18 16:41:59,杨勇,陈馨,,,,26,合格,169,231,30.6,,5.7,,2018-06-06 00:00:00,,杨勇,2018-05-11 14:32:57
大渡口站,012111800103,P·O42.5R,重庆小南海水泥厂,散装816,2018-05-09 13:08:46,2018-05-09 00:00:00,475.72,陈馨,2018-06-18 16:42:00,杨勇,陈馨,,,,26,合格,173,211,,,,,2018-06-07 00:00:00,,卢燕,2018-06-13 15:12:12
大渡口站,012111800104,P·O42.5R,重庆小南海水泥厂,散装824,2018-05-10 14:32:41,2018-05-10 00:00:00,476.52,陈馨,,,,,,,25,合格,169,221,,,,,,,卢燕,2018-06-13 15:12:29
大渡口站,012111800105, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-11,2018-05-11 02:53:48,2018-05-15 00:00:00,480.1,陈馨,,,,,,,28,合格,710,757,30.9,48.8,6.4,8,,,陈常东,2018-06-12 16:41:24
大渡口站,012111800106,P·O42.5R,重庆小南海水泥厂,散装830,2018-05-11 10:33:45,2018-05-11 00:00:00,439.62,陈馨,,,,,,,28,合格,154,190,,,,,,,卢燕,2018-06-13 15:12:53
大渡口站,012111800107,P·O42.5R,重庆小南海水泥厂,散装836,2018-05-12 11:29:16,2018-05-15 00:00:00,477.52,陈馨,,,,,,,28,合格,180,237,33.4,50.5,6.2,8.2,,,陈常东,2018-06-12 16:50:55
大渡口站,012111800108, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-12,2018-05-13 01:30:48,2018-05-13 00:00:00,445.88,杨勇,,,,,,,26,合格,169,205,,,,,,,卢燕,2018-06-13 15:20:14
大渡口站,012111800109,P·O42.5R,重庆小南海水泥厂,散装844,2018-05-13 09:57:02,2018-05-13 00:00:00,481.3,杨勇,,,,,,,27,合格,166,203,,,,,,,卢燕,2018-06-13 15:13:14
大渡口站,012111800110,P·O42.5R,重庆小南海水泥厂,散装778,2018-05-14 02:00:34,2018-05-14 00:00:00,488.48,陈馨,,,,,,,26,合格,165,255,,,,,,,陈常东,2018-06-19 15:52:47
大渡口站,012111800111,P·O42.5R,重庆小南海水泥厂,散装856,2018-05-14 14:13:37,2018-05-14 00:00:00,434.2,陈馨,,,,,,,25,合格,169,206,,,,,,,卢燕,2018-06-13 15:13:44
大渡口站,012111800112,P·O42.5R,重庆小南海水泥厂,散装866,2018-05-16 00:24:13,2018-05-16 00:00:00,474.22,陈馨,,,,,,,25,合格,135,200,,,,,,,卢燕,2018-06-13 15:13:57
大渡口站,012111800113,P·O42.5R,重庆小南海水泥厂,散装876,2018-05-17 08:24:14,2018-05-17 00:00:00,462.88,陈馨,,,,,,,25,合格,128,212,32.3,47.6,6.1,9.3,,,陈馨,2018-06-20 15:34:29
大渡口站,012111800114,P·O42.5R,重庆小南海水泥厂,散装884,2018-05-18 16:37:27,2018-05-23 00:00:00,448.36,陈馨,,,,,,,27,合格,129,200,32.4,,6.1,,,,卢燕,2018-06-13 15:16:39
大渡口站,012111800115, P·O42.5（低碱）,重庆建工集团物流有限公司,/,2018-05-18 23:59:58,2018-05-26 00:00:00,431.82,陈馨,,,,,,,27,合格,157,235,30.3,47.5,5.6,9,,,陈馨,2018-06-20 15:35:39
大渡口站,012111800116,P·O42.5R,重庆小南海水泥厂,散装892,2018-05-19 14:09:12,2018-05-19 00:00:00,455.62,陈馨,,,,,,,26,合格,149,227,,,,,,,卢燕,2018-06-13 15:16:57
大渡口站,012111800117,,重庆小南海水泥厂,,2018-05-20 13:46:21,,461.28,陈馨,,,,,,,,,,,,,,,,,,
大渡口站,012111800118,P·O42.5R,重庆小南海水泥厂,904 #,2018-05-21 11:38:55,2018-05-24 00:00:00,439.72,陈馨,,,,,,,28,合格,145,227,,,,,,,陈常东,2018-06-19 15:54:58
大渡口站,012111800119, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-13,2018-05-23 00:02:46,2018-05-24 00:00:00,472.24,陈馨,,,,,,,28,合格,137,216,,,,,,,陈常东,2018-06-19 15:56:03
大渡口站,012111800120,,重庆小南海水泥厂,,2018-05-23 00:07:05,,445.32,陈馨,,,,,,,,,,,,,,,,,,
大渡口站,012111800121,,重庆小南海水泥厂,,2018-05-24 22:38:42,,462.4,陈馨,,,,,,,,,,,,,,,,,,
大渡口站,012111800122,P·O42.5R,重庆小南海水泥厂,散装938,2018-05-26 10:11:28,2018-06-01 00:00:00,457.32,陈馨,,,,,,,26,合格,143,224,32.5,,6,,,,杨勇,2018-06-04 08:52:29
大渡口站,012111800123, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-13,2018-05-27 00:07:40,2018-06-01 00:00:00,471.72,陈馨,,,,,,,27,合格,149,190,30.5,,5.7,,,,杨勇,2018-06-04 08:54:20
大渡口站,012111800124,,重庆小南海水泥厂,,2018-05-27 09:33:24,,450.7,陈馨,,,,,,,,,,,,,,,,,,
大渡口站,012111800125,P·O42.5R,重庆小南海水泥厂,18-17-5-956,2018-05-28 09:33:43,2018-05-29 00:00:00,466.06,陈馨,,,,,,,28,合格,150,227,,,,,,,陈常东,2018-06-19 15:59:54
大渡口站,012111800126,,重庆小南海水泥厂,,2018-05-29 01:19:46,,458.44,陈馨,,,,,,,,,,,,,,,,,,
大渡口站,012111800127,,重庆小南海水泥厂,,2018-05-30 01:30:45,,457.1,陈馨,,,,,,,,,,,,,,,,,,
大渡口站,012111800128,,重庆小南海水泥厂,,2018-05-30 21:01:25,,450.52,陈馨,,,,,,,,,,,,,,,,,,
大渡口站,012111800129,,重庆小南海水泥厂,,2018-05-31 14:58:15,,459.7,陈馨,,,,,,,,,,,,,,,,,,
大渡口站,012111800130,,重庆小南海水泥厂,,2018-06-01 12:12:23,,454.28,陈馨,,,,,,,,,,,,,,,,,,
大渡口站,012111800131,P·O42.5R,重庆小南海水泥厂,散装1006,2018-06-02 21:27:45,2018-06-08 00:00:00,448.54,陈馨,,,,,,,26,合格,157,196,31.6,,5.9,,,,杨勇,2018-06-11 08:38:20
大渡口站,012111800132,,重庆小南海水泥厂,,2018-06-03 12:56:06,,433.24,陈馨,,,,,,,,,,,,,,,,,,
大渡口站,012111800133,P·O42.5R,重庆小南海水泥厂,散装1018,2018-06-04 10:33:18,2018-06-05 00:00:00,456.5,陈馨,,,,,,,28,合格,148,225,,,,,,,陈常东,2018-06-19 16:01:30
大渡口站,012111800134,,重庆小南海水泥厂,,2018-06-05 03:39:38,,444.8,陈馨,,,,,,,,,,,,,,,,,,
大渡口站,012111800135,,重庆小南海水泥厂,,2018-06-07 00:32:25,,481.14,陈馨,,,,,,,,,,,,,,,,,,
大渡口站,012111800136,,重庆小南海水泥厂,,2018-06-09 13:09:02,,489.96,陈馨,,,,,,,,,,,,,,,,,,
大渡口站,012111800137,,重庆小南海水泥厂,,2018-06-10 20:31:03,,482.6,陈馨,,,,,,,,,,,,,,,,,,
大渡口站,012111800138,,重庆小南海水泥厂,,2018-06-11 20:24:40,,464.72,杨勇,,,,,,,,,,,,,,,,,,
大渡口站,012111800139,,重庆小南海水泥厂,,2018-06-12 22:10:47,,441.2,杨勇,,,,,,,,,,,,,,,,,,
