生产车间,样品编号,品种等级,供应单位,批号,取样日期,检测日期,取样基数(t),取样人,样品到期处理日期,样品到期处理人,样品到期处理批准人,细度(%),密度(g/cm3),比表面积(m2/kg),标准稠度用水量(%),安定性,初凝,终凝,抗压3d,抗压28d,抗折3d,抗折28d,报告日期,备注,检测人,录入时间
回龙坝站,041111800070,P·O42.5R,重庆小南海水泥厂,散装448#,2018-03-23 11:39:26,2018-03-24 00:00:00,503.66,邓孝容,2018-05-17 17:15:52,陈亮,邓孝容,,,,26,合格,146,193,,,,,2018-04-22 00:00:00,,冷莉,2018-05-18 09:57:37
回龙坝站,041111800071,P·O42.5R,重庆小南海水泥厂,散装452#,2018-03-24 14:06:13,2018-03-25 00:00:00,543.26,邓孝容,2018-05-17 17:15:54,陈亮,邓孝容,,,,28,合格,157,233,,,,,2018-04-23 00:00:00,,冷莉,2018-05-18 09:58:05
回龙坝站,041111800072,P·O42.5R,重庆小南海水泥厂,散装468#,2018-03-26 06:44:50,2018-03-27 00:00:00,539.46,邓孝容,2018-05-17 17:15:55,陈亮,邓孝容,,,,25,合格,161,194,33.1,49.8,5.8,9.7,2018-04-25 00:00:00,,冷莉,2018-05-18 09:58:55
回龙坝站,041111800073,P·O42.5R,重庆小南海水泥厂,散装480#,2018-03-27 12:31:15,2018-03-28 00:00:00,504.72,邓孝容,2018-05-17 17:15:57,陈亮,邓孝容,,,,28,合格,133,198,,,,,2018-04-26 00:00:00,,冷莉,2018-05-18 09:59:17
回龙坝站,041111800074,P·O42.5R,重庆小南海水泥厂,散装486#,2018-03-28 11:22:02,2018-03-29 00:00:00,527.58,邓孝容,2018-05-17 17:15:58,陈亮,邓孝容,,,,26,合格,123,204,,,,,2018-04-27 00:00:00,,冷莉,2018-05-18 09:59:54
回龙坝站,041111800075, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-7,2018-03-28 14:12:42,2018-03-29 00:00:00,493.92,邓孝容,2018-05-17 17:16:00,陈亮,邓孝容,,,,28,合格,155,196,26.4,51.5,6.6,7.4,2018-04-27 00:00:00,,冷莉,2018-05-18 10:08:57
回龙坝站,041111800076,P·O42.5R,重庆小南海水泥厂,散装500#,2018-03-30 16:34:24,2018-03-31 00:00:00,508.6,邓孝容,2018-05-17 17:16:01,陈亮,邓孝容,,,,28,合格,139,198,,,,,2018-04-29 00:00:00,,冷莉,2018-05-18 10:01:27
回龙坝站,041111800077,P·O42.5R,重庆小南海水泥厂,散装520#,2018-04-01 18:56:00,2018-04-02 00:00:00,495.06,邓孝容,2018-05-17 17:16:03,陈亮,邓孝容,,,,28,合格,155,214,30.4,43.4,6.9,8.3,2018-05-01 00:00:00,,冷莉,2018-05-18 10:14:03
回龙坝站,041111800078,P·O42.5R,重庆永荣青鹏煤业有限公司,BS657,2018-04-01 20:40:34,2018-04-02 00:00:00,491.4,邓孝容,2018-05-17 17:16:05,陈亮,邓孝容,,,,26,合格,146,193,25.4,45.3,7,8.9,2018-05-01 00:00:00,,冷莉,2018-05-18 10:35:37
回龙坝站,041111800079,P·O42.5R,重庆小南海水泥厂,散装534#,2018-04-03 04:28:10,2018-04-04 00:00:00,507.16,邓孝容,2018-05-17 17:16:09,陈亮,邓孝容,,,,26,合格,161,201,,,,,2018-05-03 00:00:00,,冷莉,2018-05-18 10:14:42
回龙坝站,041111800080,P·O42.5R,重庆小南海水泥厂,散装542#,2018-04-04 06:23:47,2018-04-05 00:00:00,517.8,邓孝容,2018-05-17 17:16:13,陈亮,邓孝容,,,,25,合格,169,229,,,,,2018-05-04 00:00:00,,冷莉,2018-05-18 10:16:06
回龙坝站,041111800081,P·O42.5R,重庆富皇建材有限公司,4TSP239R,2018-04-04 12:22:44,2018-04-05 00:00:00,30.68,邓孝容,2018-05-17 17:16:16,陈亮,邓孝容,,,,27,合格,153,226,,,,,2018-05-04 00:00:00,,冷莉,2018-05-18 10:32:45
回龙坝站,041111800082,P·O42.5R,重庆小南海水泥厂,散装546#,2018-04-05 12:11:40,2018-04-06 00:00:00,504.3,邓孝容,2018-05-17 17:16:19,陈亮,邓孝容,,,,25,合格,159,221,,,,,2018-05-05 00:00:00,,冷莉,2018-05-18 10:18:40
回龙坝站,041111800083,P·O42.5R,重庆富皇水泥有限公司,4TSP244R,2018-04-05 13:11:00,2018-04-06 00:00:00,60.4,邓孝容,2018-05-17 17:16:22,陈亮,邓孝容,,,,26,合格,170,200,23,47.6,5.5,8.2,2018-05-05 00:00:00,,冷莉,2018-05-18 10:33:09
回龙坝站,041111800084,P·O42.5R,重庆小南海水泥厂,散装560#,2018-04-07 17:16:15,2018-04-08 00:00:00,496,邓孝容,2018-05-17 17:16:24,陈亮,邓孝容,,,,28,合格,167,202,,,,,2018-05-07 00:00:00,,冷莉,2018-05-18 10:19:28
回龙坝站,041111800085,P·O42.5R,重庆小南海水泥厂,散装572#,2018-04-09 23:40:43,2018-04-10 00:00:00,502.36,邓孝容,2018-06-04 10:09:56,李培春,邓孝容,,,,27,合格,156,207,,,,,2018-05-09 00:00:00,,冷莉,2018-05-18 10:20:20
回龙坝站,041111800086,P·O42.5R,重庆小南海水泥厂,散装590#,2018-04-11 13:46:05,2018-04-12 00:00:00,494.26,邓孝容,2018-06-04 10:10:01,李培春,邓孝容,,,,25,合格,169,225,27.3,47,5.7,8.5,2018-05-11 00:00:00,,冷莉,2018-05-18 10:21:29
回龙坝站,041111800087, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-8,2018-04-11 22:58:52,2018-04-12 00:00:00,486.4,邓孝容,2018-06-04 10:10:03,李培春,邓孝容,,,,28,合格,135,194,29,47,5.5,,2018-05-11 00:00:00,,冷莉,2018-05-18 10:28:00
回龙坝站,041111800088,P·O42.5R,重庆小南海水泥厂,散装600#,2018-04-12 16:31:52,2018-04-13 00:00:00,509.94,邓孝容,2018-06-04 10:10:07,李培春,邓孝容,,,,25,合格,156,194,,,,,2018-05-12 00:00:00,,冷莉,2018-05-18 10:21:59
回龙坝站,041111800089,P·O42.5R,重庆小南海水泥厂,散装616#,2018-04-14 16:44:42,2018-04-15 00:00:00,531.68,邓孝容,2018-06-04 10:10:09,李培春,邓孝容,,,,26,合格,159,206,,,,,2018-05-14 00:00:00,,冷莉,2018-05-18 10:23:46
回龙坝站,041111800090,P·O42.5R,重庆小南海水泥厂,散装620#,2018-04-15 15:01:46,2018-04-16 00:00:00,495.26,邓孝容,2018-06-04 10:10:10,李培春,邓孝容,,,,25,合格,168,204,,,,,2018-05-15 00:00:00,,冷莉,2018-05-18 10:24:13
回龙坝站,041111800091,P·O42.5R,重庆小南海水泥厂,散装632#,2018-04-17 01:32:55,2018-04-18 00:00:00,502.84,邓孝容,2018-06-04 10:10:12,李培春,邓孝容,,,,28,合格,132,218,,,,,2018-05-17 00:00:00,,冷莉,2018-06-20 10:04:30
回龙坝站,041111800092,P·O42.5R,重庆小南海水泥厂,散装642#,2018-04-18 10:08:28,2018-04-19 00:00:00,519.64,金超,2018-06-04 10:10:14,李培春,邓孝容,,,,26,合格,127,221,,,,,2018-05-18 00:00:00,,冷莉,2018-06-20 10:06:39
回龙坝站,041111800093,P·O42.5R,重庆小南海水泥厂,散装522#,2018-04-20 03:10:23,2018-04-21 00:00:00,522.88,邓孝容,2018-06-04 10:10:15,李培春,邓孝容,,,,27,合格,146,196,,,,,2018-05-20 00:00:00,,冷莉,2018-06-20 10:07:34
回龙坝站,041111800094,P·O42.5R,重庆小南海水泥厂,散装666#,2018-04-21 00:13:51,2018-04-22 00:00:00,508.72,邓孝容,2018-06-04 10:10:16,李培春,邓孝容,,,,26,合格,165,198,,,,,2018-05-21 00:00:00,,冷莉,2018-06-20 10:11:12
回龙坝站,041111800095,P·O42.5R,重庆小南海水泥厂,散装666#,2018-04-21 17:57:12,2018-04-22 00:00:00,538.62,金超,2018-06-04 10:10:18,李培春,邓孝容,,,,28,合格,145,210,,,,,2018-05-21 00:00:00,,冷莉,2018-06-20 10:13:08
回龙坝站,041111800096,P·O42.5R,重庆小南海水泥厂,散装672#,2018-04-22 21:03:01,2018-04-23 00:00:00,497.72,邓孝容,2018-06-04 10:10:20,李培春,邓孝容,,,,27,合格,172,218,25.5,45.5,6.3,8,2018-05-22 00:00:00,,冷莉,2018-06-20 10:14:26
回龙坝站,041111800097, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-10,2018-04-23 17:11:46,2018-04-24 00:00:00,519.4,邓孝容,2018-06-04 10:10:21,李培春,邓孝容,,,,25,合格,130,217,23.3,44.3,6.4,8.5,2018-05-23 00:00:00,,冷莉,2018-06-20 10:15:11
回龙坝站,041111800098,P·O42.5R,重庆小南海水泥厂,散装682#,2018-04-24 11:04:19,2018-04-25 00:00:00,516.24,陈亮,2018-06-04 10:10:23,李培春,邓孝容,,,,27,合格,162,204,,,,,2018-05-24 00:00:00,,冷莉,2018-06-20 10:15:56
回龙坝站,041111800099,P·O42.5R,重庆小南海水泥厂,散装704#,2018-04-27 09:12:35,2018-04-28 00:00:00,491.78,邓孝容,2018-06-19 10:14:46,李培春,邓孝容,,,,26,合格,126,192,29.4,44.7,6.5,7.6,2018-05-27 00:00:00,,冷莉,2018-06-20 10:17:29
回龙坝站,041111800100,P·O42.5R,重庆小南海水泥厂,散装720#,2018-04-28 10:17:04,2018-04-29 00:00:00,527.08,邓孝容,2018-06-19 10:14:47,李培春,邓孝容,,,,28,合格,160,227,,,,,2018-05-28 00:00:00,,冷莉,2018-06-20 10:20:17
回龙坝站,041111800101,P·O42.5R,重庆小南海水泥厂,散装726#,2018-04-29 09:36:56,2018-04-30 00:00:00,488.04,邓孝容,2018-06-19 10:14:49,李培春,邓孝容,,,,27,合格,167,193,,,,,2018-05-29 00:00:00,,冷莉,2018-06-20 10:21:58
回龙坝站,041111800102,P·O42.5R,重庆小南海水泥厂,散装740#,2018-04-30 09:12:48,2018-05-01 00:00:00,492.9,邓孝容,2018-06-19 10:14:50,李培春,邓孝容,,,,28,合格,127,203,,,,,2018-05-30 00:00:00,,冷莉,2018-06-20 10:26:46
回龙坝站,041111800103,P·O42.5R,重庆小南海水泥厂,散装746#,2018-05-01 14:49:53,2018-05-02 00:00:00,489.84,邓孝容,2018-06-19 10:14:51,李培春,邓孝容,,,,29,合格,145,191,,,,,2018-05-31 00:00:00,,冷莉,2018-06-20 10:36:01
回龙坝站,041111800104,P·O42.5R,重庆小南海水泥厂,散装766#,2018-05-03 11:14:16,2018-05-04 00:00:00,492.14,邓孝容,2018-06-19 10:14:53,李培春,邓孝容,,,,27,合格,127,221,,,,,2018-06-02 00:00:00,,冷莉,2018-06-20 10:40:07
回龙坝站,041111800105,P·O42.5R,重庆小南海水泥厂,散装788#,2018-05-05 20:55:26,2018-05-06 00:00:00,501.76,邓孝容,2018-06-19 10:14:54,李培春,邓孝容,,,,28,合格,126,194,,,,,2018-06-04 00:00:00,,冷莉,2018-06-20 10:41:34
回龙坝站,041111800106,P·O42.5R,重庆小南海水泥厂,散装796#,2018-05-07 10:09:54,2018-05-08 00:00:00,502.34,邓孝容,2018-06-19 10:14:56,李培春,邓孝容,,,,26,合格,168,206,,,,,2018-06-06 00:00:00,,冷莉,2018-06-20 10:42:33
回龙坝站,041111800107, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-11,2018-05-07 14:54:21,2018-05-08 00:00:00,538.08,邓孝容,2018-06-19 10:14:57,李培春,邓孝容,,,,28,合格,143,212,26.8,42.8,6,8.2,2018-06-06 00:00:00,,冷莉,2018-06-20 10:43:16
回龙坝站,041111800108,P·O42.5R,重庆小南海水泥厂,散装804#,2018-05-07 23:06:44,2018-05-08 00:00:00,515.4,邓孝容,2018-06-19 10:14:59,李培春,邓孝容,,,,27,合格,157,203,27,42.3,6.7,8.5,2018-06-06 00:00:00,,冷莉,2018-06-20 10:45:25
回龙坝站,041111800109,P·O42.5R,重庆小南海水泥厂,散装812#,2018-05-08 20:45:04,2018-05-09 00:00:00,494.78,邓孝容,2018-06-19 10:15:01,李培春,邓孝容,,,,25,合格,171,234,,,,,2018-06-07 00:00:00,,冷莉,2018-06-20 10:46:01
回龙坝站,041111800110,P·O42.5R,重庆小南海水泥厂,散装818#,2018-05-09 18:35:49,2018-05-10 00:00:00,509.74,邓孝容,2018-06-19 10:15:03,李培春,邓孝容,,,,26,合格,137,202,,,,,2018-06-08 00:00:00,,冷莉,2018-06-20 10:46:30
回龙坝站,041111800111,P·O42.5R,重庆小南海水泥厂,散装824#,2018-05-10 14:46:52,2018-05-11 00:00:00,533.78,邓孝容,,,,,,,26,合格,124,232,,,,,2018-06-09 00:00:00,,冷莉,2018-06-20 10:46:56
回龙坝站,041111800112,P·O42.5R,重庆小南海水泥厂,散装830#,2018-05-11 11:52:02,2018-05-12 00:00:00,486.14,邓孝容,,,,,,,25,合格,132,199,,,,,2018-06-10 00:00:00,,冷莉,2018-06-20 10:47:41
回龙坝站,041111800113,P·O42.5R,重庆小南海水泥厂,散装840#,2018-05-12 04:13:02,2018-05-13 00:00:00,487.06,邓孝容,,,,,,,27,合格,134,226,,,,,2018-06-11 00:00:00,,冷莉,2018-06-20 10:48:31
回龙坝站,041111800114,P·O42.5R,重庆小南海水泥厂,散装840#,2018-05-12 16:31:09,2018-05-13 00:00:00,502.08,邓孝容,,,,,,,26,合格,139,201,32.2,43.6,6.4,7.8,2018-06-11 00:00:00,,冷莉,2018-06-20 10:48:45
回龙坝站,041111800115,P·O42.5R,重庆小南海水泥厂,散装848#,2018-05-13 19:48:27,2018-05-14 00:00:00,488.64,邓孝容,,,,,,,28,合格,166,201,,,,,2018-06-12 00:00:00,,冷莉,2018-06-20 10:49:19
回龙坝站,041111800116,P·O42.5R,重庆小南海水泥厂,散装862#,2018-05-15 09:52:49,2018-05-16 00:00:00,525.46,邓孝容,,,,,,,28,合格,135,201,,,,,2018-06-14 00:00:00,,冷莉,2018-06-20 10:49:54
回龙坝站,041111800117,,重庆小南海水泥厂,,2018-05-16 09:27:46,,497.16,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800118,,重庆小南海水泥厂,,2018-05-17 10:35:34,,505.82,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800119,P·O42.5R,重庆小南海水泥厂,散装894#,2018-05-19 21:02:38,2018-06-19 00:00:00,547.24,邓孝容,,,,,,,28,合格,145,210,30.4,42.7,6.9,8.2,,,陈亮,2018-06-20 06:55:53
回龙坝站,041111800120, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-12,2018-05-19 21:07:13,2018-06-19 00:00:00,506.32,邓孝容,,,,,,,28,合格,158,224,23,38.5,5.5,7.7,,,陈亮,2018-06-20 07:01:44
回龙坝站,041111800121,,重庆小南海水泥厂,,2018-05-20 20:38:26,,552.94,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800122,,重庆小南海水泥厂,,2018-05-21 21:24:06,,520.4,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800123,P·O42.5R,重庆小南海水泥厂,散装914#,2018-05-22 21:35:23,2018-06-29 00:00:00,514.84,邓孝容,,,,,,,27,合格,150,234,30.1,,6.8,,,,陈亮,2018-06-01 17:44:08
回龙坝站,041111800124,,重庆小南海水泥厂,,2018-05-23 23:04:39,,519.3,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800125,,重庆小南海水泥厂,,2018-05-24 20:36:21,,501.1,金超,,,,,,,,,,,,,,,,,,
回龙坝站,041111800126,,重庆小南海水泥厂,,2018-05-26 09:59:17,,493.44,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800127, P·O42.5（低碱）,重庆建工集团物流有限公司,QB-13,2018-05-26 15:43:10,2018-06-29 00:00:00,485.24,邓孝容,,,,,,,28,合格,135,235,27,,6.6,,,,陈亮,2018-06-01 17:50:20
回龙坝站,041111800128,P·O42.5R,重庆建工集团物流有限公司,保晟转,2018-05-29 13:45:21,2018-06-05 00:00:00,26.02,邓孝容,,,,,,,27,合格,168,217,24.8,,5.9,,,,陈亮,2018-06-08 13:12:33
回龙坝站,041111800129,,重庆小南海水泥厂,,2018-05-29 15:24:08,,502.72,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800130,,重庆建工葆晟混凝土有限公司,,2018-05-30 12:33:26,,22.82,金超,,,,,,,,,,,,,,,,,,
回龙坝站,041111800131,,重庆小南海水泥厂,,2018-05-30 16:00:13,,531.2,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800132,,重庆小南海水泥厂,,2018-05-31 13:52:26,,493.74,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800133,,重庆小南海水泥厂,,2018-06-01 22:02:20,,502.22,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800134,,重庆建工集团物流有限公司,,2018-06-02 13:20:43,,481.44,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800135,,重庆小南海水泥厂,,2018-06-02 21:09:50,,512.06,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800136,,重庆小南海水泥厂,,2018-06-03 21:53:42,,487.78,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800137,P·O42.5R,重庆小南海水泥厂,散装1024#,2018-06-05 00:43:27,2018-06-05 00:00:00,492.24,邓孝容,,,,,,,26,合格,161,228,29.3,,6,,,,陈亮,2018-06-08 13:11:37
回龙坝站,041111800138,,重庆小南海水泥厂,,2018-06-06 18:07:14,,486.6,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800139,,重庆小南海水泥厂,,2018-06-07 14:11:32,,523.44,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800140,,重庆小南海水泥厂,,2018-06-08 18:28:00,,515.18,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800141,P·O42.5R,重庆小南海水泥厂,散装1062,2018-06-09 21:42:06,2018-06-15 00:00:00,548.48,邓孝容,,,,,,,25,合格,142,215,31.1,33.7,6.9,6.6,,,陈亮,2018-06-20 07:09:47
回龙坝站,041111800142,,重庆小南海水泥厂,,2018-06-10 22:03:43,,501.84,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800143,,重庆小南海水泥厂,,2018-06-11 21:59:29,,498.78,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800144,,重庆小南海水泥厂,,2018-06-12 21:03:46,,493.66,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800145,,重庆小南海水泥厂,,2018-06-13 14:43:29,,513.76,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800146,,重庆小南海水泥厂,,2018-06-15 12:44:10,,482.58,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800147,,重庆小南海水泥厂,,2018-06-16 18:35:06,,487.38,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800148,,重庆小南海水泥厂,,2018-06-17 17:35:15,,508.66,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800149,,重庆小南海水泥厂,,2018-06-18 13:54:03,,501.36,邓孝容,,,,,,,,,,,,,,,,,,
回龙坝站,041111800150,,重庆小南海水泥厂,,2018-06-19 22:27:01,,513.84,邓孝容,,,,,,,,,,,,,,,,,,
南海站,042111800001,P·O42.5R,重庆小南海水泥厂,散装004,2018-01-01 11:25:15,2018-01-02 00:00:00,531.55,王逸涵,2018-03-28 11:49:01,蒋贵川,王逸涵,,,,28,合格,169,197,30.9,49.9,6.6,9.2,2018-01-31 00:00:00,,陈何欢,2018-01-30 22:09:56
南海站,042111800002,P·O42.5R,重庆小南海水泥厂,散装010,2018-01-02 13:27:57,2018-01-02 00:00:00,466.8,王逸涵,2018-03-28 11:48:57,蒋贵川,王逸涵,,,,26,合格,122,192,,,,,2018-01-31 00:00:00,,潘洪,2018-03-05 08:40:34
南海站,042111800003,P·O42.5R,重庆小南海水泥厂,散装018,2018-01-03 15:47:08,2018-01-03 00:00:00,473.74,王逸涵,2018-03-28 11:47:41,蒋贵川,王逸涵,,,,28,合格,132,213,,,,,2018-02-01 00:00:00,,潘洪,2018-03-05 08:40:53
南海站,042111800004,P·O42.5R,重庆小南海水泥厂,散装034,2018-01-05 19:57:28,2018-01-05 00:00:00,483.25,王逸涵,2018-03-28 11:47:42,蒋贵川,王逸涵,,,,26,合格,166,224,,,,,2018-02-03 00:00:00,,潘洪,2018-03-05 08:41:13
南海站,042111800005,P·O42.5R,重庆小南海水泥厂,散装046,2018-01-07 14:24:49,2018-01-08 00:00:00,496.93,王逸涵,2018-03-28 11:47:44,蒋贵川,王逸涵,,,,25,合格,134,227,29.6,43.5,6.6,8.6,2018-02-06 00:00:00,,潘洪,2018-03-05 08:42:58
南海站,042111800006,P·O42.5R,重庆小南海水泥厂,散装058,2018-01-09 09:37:42,2018-01-09 00:00:00,536.19,王逸涵,2018-03-28 11:47:45,蒋贵川,王逸涵,,,,26,合格,166,210,,,,,2018-02-07 00:00:00,,潘洪,2018-03-05 08:43:52
南海站,042111800007,P·O42.5R,重庆小南海水泥厂,散装064,2018-01-10 11:45:16,2018-01-10 00:00:00,490.2,王逸涵,2018-03-28 11:47:46,蒋贵川,王逸涵,,,,26,合格,141,214,,,,,2018-02-08 00:00:00,,潘洪,2018-03-05 08:44:28
南海站,042111800008,P·O42.5R,重庆小南海水泥厂,散装074,2018-01-11 13:44:04,2018-01-11 00:00:00,495.97,王逸涵,2018-03-28 11:47:48,蒋贵川,王逸涵,,,,28,合格,164,199,,,,,2018-02-09 00:00:00,,潘洪,2018-03-05 08:44:56
南海站,042111800009,P·O42.5R,重庆小南海水泥厂,散装078,2018-01-12 13:38:41,2018-01-12 00:00:00,536.73,王逸涵,2018-03-28 11:47:49,蒋贵川,王逸涵,,,,28,合格,157,225,,,,,2018-02-10 00:00:00,,潘洪,2018-03-05 08:45:17
南海站,042111800010,P·O42.5R,重庆小南海水泥厂,散装090,2018-01-13 17:24:36,2018-01-13 00:00:00,492.55,王逸涵,2018-03-28 11:47:51,蒋贵川,王逸涵,,,,28,合格,169,194,,,,,2018-02-11 00:00:00,,潘洪,2018-03-05 08:45:45
南海站,042111800011,P·O42.5R,重庆小南海水泥厂,散装096,2018-01-14 23:16:29,2018-01-14 00:00:00,494.82,王逸涵,2018-03-28 11:47:52,蒋贵川,王逸涵,,,,28,合格,143,220,,,,,2018-02-12 00:00:00,,潘洪,2018-03-05 08:46:01
南海站,042111800012,P·O42.5R,重庆小南海水泥厂,散装106,2018-01-15 21:19:35,2018-01-15 00:00:00,475.01,王逸涵,2018-03-28 11:47:40,蒋贵川,王逸涵,,,,25,合格,153,215,27.8,,6.5,,2018-02-13 00:00:00,,潘洪,2018-03-05 08:46:31
南海站,042111800013,P·O42.5R,重庆小南海水泥厂,散装112,2018-01-16 19:00:39,2018-01-16 00:00:00,515.92,王逸涵,2018-03-28 11:47:38,蒋贵川,王逸涵,,,,26,合格,162,206,,,,,2018-02-14 00:00:00,,潘洪,2018-03-05 08:46:57
南海站,042111800014,P·O42.5R,重庆小南海水泥厂,散装120,2018-01-17 15:47:05,2018-01-17 00:00:00,518.32,王逸涵,2018-03-28 11:47:32,蒋贵川,王逸涵,,,,26,合格,122,223,,,,,2018-02-15 00:00:00,,潘洪,2018-03-05 08:47:19
南海站,042111800015,P·O42.5R,重庆小南海水泥厂,散装128,2018-01-18 13:09:56,2018-01-18 00:00:00,494.86,王逸涵,2018-03-28 11:47:31,蒋贵川,王逸涵,,,,26,合格,166,197,,,,,2018-02-16 00:00:00,,潘洪,2018-03-05 08:47:36
南海站,042111800016,P·O42.5R,重庆小南海水泥厂,散装136,2018-01-19 14:28:57,2018-01-19 00:00:00,498.16,王逸涵,2018-03-28 11:47:30,蒋贵川,王逸涵,,,,27,合格,140,212,,,,,2018-02-17 00:00:00,,潘洪,2018-03-05 08:47:51
南海站,042111800017,P·O42.5R,重庆小南海水泥厂,散装148,2018-01-20 16:17:43,2018-01-20 00:00:00,475.1,王逸涵,2018-03-28 11:47:29,蒋贵川,王逸涵,,,,25,合格,126,211,,,,,2018-02-18 00:00:00,,潘洪,2018-03-05 08:48:07
南海站,042111800018,P·O42.5R,重庆小南海水泥厂,散装152,2018-01-21 15:53:38,2018-01-21 00:00:00,450.85,王逸涵,2018-03-28 11:47:28,蒋贵川,王逸涵,,,,27,合格,135,208,,,,,2018-02-19 00:00:00,,潘洪,2018-03-05 08:48:25
南海站,042111800019,P·O42.5R,重庆小南海水泥厂,散装160,2018-01-22 15:11:16,2018-01-22 00:00:00,487.75,王逸涵,2018-03-28 11:47:26,蒋贵川,王逸涵,,,,27,合格,130,240,26.5,,6.1,,2018-02-20 00:00:00,,潘洪,2018-03-05 08:48:50
南海站,042111800020,P·O42.5R,重庆小南海水泥厂,散装168,2018-01-23 22:57:32,2018-01-23 00:00:00,469.47,王逸涵,2018-03-28 11:47:25,蒋贵川,王逸涵,,,,27,合格,174,208,,,,,2018-02-21 00:00:00,,潘洪,2018-03-05 08:49:09
南海站,042111800021,P·O42.5R,重庆小南海水泥厂,散装172,2018-01-24 17:18:55,2018-01-24 00:00:00,533.04,王逸涵,2018-03-28 11:47:17,蒋贵川,王逸涵,,,,28,合格,161,201,,,,,2018-02-22 00:00:00,,潘洪,2018-03-05 08:49:24
南海站,042111800022,P·O42.5R,重庆小南海水泥厂,散装184,2018-01-25 17:54:58,2018-01-25 00:00:00,497.58,王逸涵,2018-03-28 11:47:16,蒋贵川,王逸涵,,,,27,合格,167,204,,,,,2018-02-23 00:00:00,,潘洪,2018-03-05 08:49:40
南海站,042111800023,P·O42.5R,重庆小南海水泥厂,散装198,2018-01-27 10:19:04,2018-01-27 00:00:00,515.47,王逸涵,2018-03-28 11:47:15,蒋贵川,王逸涵,,,,26,合格,139,226,,,,,2018-02-25 00:00:00,,潘洪,2018-03-05 08:50:00
南海站,042111800024,P·O42.5R,重庆小南海水泥厂,散装206,2018-01-28 17:42:46,2018-01-28 00:00:00,569.6,王逸涵,2018-03-28 11:47:13,蒋贵川,王逸涵,,,,27,合格,173,216,,,,,2018-02-26 00:00:00,,潘洪,2018-03-05 08:50:18
南海站,042111800025,P·O42.5R,重庆小南海水泥厂,散装210,2018-01-30 08:37:09,2018-01-30 00:00:00,453.73,王逸涵,2018-03-28 11:47:12,蒋贵川,王逸涵,,,,27,合格,130,230,29.9,,6.2,,2018-02-28 00:00:00,,张梦笑,2018-02-02 23:22:08
南海站,042111800026, P·O42.5（低碱）,重庆骐健商贸有限公司,913-3,2018-02-01 00:13:01,2018-02-01 00:00:00,0,王逸涵,2018-03-28 11:47:01,蒋贵川,王逸涵,,,,27,合格,167,209,,,,,2018-03-02 00:00:00,,潘洪,2018-03-29 10:22:38
南海站,042111800027,P·O42.5R,重庆小南海水泥厂,散装236,2018-02-01 02:52:32,2018-02-01 00:00:00,577.35,王逸涵,2018-03-28 11:46:59,蒋贵川,王逸涵,,,,28,合格,145,191,,,,,2018-03-02 00:00:00,,潘洪,2018-03-29 08:57:40
南海站,042111800028,P·O42.5R,重庆小南海水泥厂,散装242,2018-02-02 12:10:05,2018-02-02 00:00:00,475.43,王逸涵,2018-03-28 11:46:58,蒋贵川,王逸涵,,,,27,合格,150,216,,,,,2018-03-03 00:00:00,,潘洪,2018-04-02 14:30:33
南海站,042111800029,P·O42.5R,重庆小南海水泥厂,散装250,2018-02-03 19:21:01,2018-02-03 00:00:00,463.59,王逸涵,2018-03-28 11:46:56,蒋贵川,王逸涵,,,,27,合格,136,208,,,,,2018-03-04 00:00:00,,潘洪,2018-04-02 14:31:54
